 ,Area,Mean,Min,Max,Angle,Length
86,1511.271,147.419,37.000,207.898,36.384,264.855
87,1196.423,97.588,39.940,186.220,-51.582,207.688
88,1763.150,77.819,24.804,171.422,-104.797,307.590
89,1700.180,119.383,38.121,217.667,34.287,298.816
90,2046.513,131.690,40.479,216.979,-30.192,357.046
91,2077.998,136.046,35.692,217.062,-2.643,365.112
92,1889.089,78.957,33.822,197.413,-75.256,330.724
93,2203.937,98.790,31.130,217.145,-131.496,389.560
94,1952.058,80.623,36.539,170.154,-39.685,342.693
95,2046.513,132.730,40.094,216.885,0.895,359.156
96,1511.271,119.659,36.296,208.618,-25.463,261.023
97,1007.514,102.200,39.724,201.626,-54.246,172.856
98,2676.209,111.760,37.807,183.980,-63.741,469.260
99,6895.174,147.054,9.643,212.561,-15.945,1225.490
100,3620.754,77.999,23.175,204.789,-3.013,640.555
101,1227.908,215.202,48.000,253.613,49.236,214.841
102,1479.786,186.759,41.813,238.622,-34.380,258.356
103,1038.999,169.236,51.406,238.047,-34.695,177.440
104,1038.999,193.953,40.188,249.469,-41.186,178.941
105,913.060,75.794,24.571,178.905,30.256,155.905
106,2329.876,148.897,30.142,245.278,-58.496,408.034
107,1133.453,193.318,53.476,247.427,-13.241,195.988
108,787.120,147.560,43.185,220.333,34.992,136.985
109,1290.877,161.332,47.332,244.790,-26.565,225.844
110,1164.938,143.971,44.333,247.000,-123.690,202.312
111,1322.362,189.751,46.333,253.092,-37.147,232.304
112,1637.210,112.472,36.546,232.333,-52.224,283.959
113,1511.271,126.715,38.425,213.981,-26.565,263.484
114,1038.999,182.678,40.667,253.272,-69.864,179.293
115,1416.817,157.699,40.868,252.166,52.352,248.035
116,1259.393,128.300,34.126,240.981,14.744,220.483
117,1668.695,89.387,42.487,241.038,-86.698,292.264
118,1227.908,180.410,40.000,254.667,-90.000,213.223
119,1101.969,132.024,35.728,234.468,49.764,191.108
120,1259.393,152.310,40.536,252.722,103.325,219.122
121,1259.393,229.663,156.000,253.775,57.529,219.481
122,1385.332,178.231,37.680,238.818,13.392,242.255
123,1637.210,183.889,31.333,232.715,-76.504,288.524
124,1416.817,147.727,25.959,237.102,28.301,248.542
125,850.090,202.314,25.667,232.000,37.304,148.138
126,1227.908,172.652,25.824,251.333,-61.390,210.922
127,1416.817,209.866,33.333,250.713,-110.095,244.970
128,1605.726,114.116,39.533,205.320,-85.426,281.453
129,1511.271,119.611,58.192,251.667,-60.709,263.783
130,1070.484,218.747,102.394,244.667,-3.468,185.507
131,1574.241,145.109,33.132,242.667,-73.413,275.174
132,1038.999,51.542,31.781,137.000,-51.340,179.644
133,1731.665,61.847,40.609,94.704,-32.229,305.124
134,1290.877,73.759,30.646,196.325,-46.005,226.192
135,1133.453,126.331,21.667,225.000,-135.000,198.384
136,913.060,155.621,31.667,232.000,180.000,157.112
137,1479.786,161.704,31.333,216.851,-24.341,258.660
138,1448.301,145.834,42.415,215.333,18.034,253.745
139,1511.271,57.876,32.238,218.333,-81.347,261.084
140,881.575,143.281,31.012,206.259,-87.879,151.604
141,1227.908,84.422,17.333,184.737,7.496,215.061
