 ,Area,Mean,Min,Max,Angle,Length
319,1544.285,189.352,69.737,252.202,-12.680,248.613
320,1801.666,199.149,63.346,247.671,110.695,291.689
321,1544.285,179.859,37.333,245.150,68.459,247.724
322,2169.353,226.541,81.224,255.000,-59.036,353.573
323,3162.108,154.501,78.322,235.333,-19.290,513.952
324,2206.122,174.745,97.000,214.298,47.726,360.575
325,1728.129,161.921,29.290,243.667,4.970,279.984
326,1948.741,126.666,10.103,227.333,87.797,315.547
327,1728.129,78.517,10.853,194.348,61.189,276.814
328,1581.054,130.105,20.218,199.088,-45.000,257.262
329,1544.285,145.804,10.619,218.847,-11.310,247.352
330,1433.979,149.064,49.168,214.333,64.799,227.854
331,1581.054,98.694,11.000,188.073,31.430,255.829
332,2242.890,58.698,8.000,123.000,-50.440,361.796
333,2353.196,151.629,13.000,211.737,-10.954,382.928
334,1654.591,125.341,32.333,216.333,0.000,266.804
335,1213.367,112.447,21.551,173.236,-71.565,191.752
336,2059.047,67.285,11.294,129.420,-56.889,333.008
337,1286.904,116.864,55.333,173.139,-25.821,208.825
338,1360.442,95.161,40.833,251.667,-52.815,220.723
339,1250.136,114.827,55.000,190.876,-51.072,202.659
340,1654.591,189.025,42.697,251.773,2.603,267.079
341,1286.904,184.286,39.118,249.029,5.042,206.967
342,882.449,199.869,52.272,244.314,45.000,137.206
343,992.755,198.147,53.667,235.516,24.624,160.087
344,1875.203,166.576,40.099,251.101,-12.653,304.517
345,1066.292,222.445,66.113,249.341,22.932,171.186
346,1838.435,80.771,32.719,202.044,-99.462,295.073
347,1029.523,116.418,74.532,178.820,-33.111,166.504
348,1103.061,60.919,38.391,95.805,3.945,176.266
349,1838.435,97.684,28.517,206.667,-45.000,300.139
350,1617.823,99.704,46.431,164.695,-10.784,259.255
351,1286.904,157.305,70.000,246.333,90.000,206.166
352,2647.346,178.189,28.667,232.417,-60.555,431.718
353,1433.979,180.715,47.333,235.672,-38.660,232.960
354,1801.666,192.045,34.472,236.766,66.644,290.616
355,1507.516,171.604,75.667,210.001,28.496,241.485
356,1544.285,147.831,43.840,187.761,-18.435,249.277
357,2867.958,69.224,43.842,118.359,60.440,467.064
358,1507.516,182.553,39.333,226.849,12.995,242.700
359,1838.435,176.746,51.864,228.667,96.981,299.341
360,1360.442,111.774,40.407,199.667,17.928,216.688
361,1654.591,153.707,53.248,199.076,22.521,269.136
362,1581.054,146.374,65.235,185.000,-101.041,253.301
363,1176.598,120.248,46.570,163.000,-51.633,185.613
364,1581.054,99.729,23.698,230.667,83.211,256.475
365,2463.503,204.668,41.272,232.188,-73.217,399.009
366,1213.367,125.551,37.229,174.333,81.119,196.393
367,1507.516,85.072,45.333,160.000,17.526,241.638
368,1470.748,154.910,66.116,203.438,17.969,235.862
369,1985.510,84.721,40.333,144.406,37.304,320.174
370,1139.830,209.869,34.667,235.511,-47.726,180.287
371,1470.748,193.791,40.000,238.409,-103.325,236.796
372,2647.346,175.979,31.282,229.748,-63.072,428.469
373,2978.264,81.491,15.317,226.367,-4.289,486.460
374,3015.033,86.458,15.140,196.231,52.001,492.470
375,2573.809,128.048,10.667,186.072,-33.232,420.457
376,2831.190,48.544,14.877,203.667,-83.991,463.389
